ALCodigo,Asignatura,Semestre,Grupo,MatrículaInicial,MatrículaEfectiva,NoDeserciones,Aprobados,Reprobados,NotaMáxima,NotaMínima,NotaPromedio
2015,FILOSOFIA,PRIMER SEMESTRE 2015,1M1-CO,32,32,0,29,3,100,0,75.34375
2015,GEOMETRIA ANALITICA Y DESCRIPTIVA,PRIMER SEMESTRE 2015,1M1-CO,41,40,1,30,10,96,6,63.3
2015,INGLES I,PRIMER SEMESTRE 2015,1M1-CO,30,30,0,12,18,95,0,35.4
2015,INTRODUCCION A INGENIERIA EN COMPUTACION,PRIMER SEMESTRE 2015,1M1-CO,30,30,0,22,8,97,0,60.133333
2015,FILOSOFIA,PRIMER SEMESTRE 2015,1M2-CO,30,27,3,20,7,100,0,59.925925
2015,GEOMETRIA ANALITICA Y DESCRIPTIVA,PRIMER SEMESTRE 2015,1M2-CO,38,34,4,14,20,95,0,38.941176
2015,INGLES I,PRIMER SEMESTRE 2015,1M2-CO,31,25,6,16,9,100,0,46.32
2015,INTRODUCCION A INGENIERIA EN COMPUTACION,PRIMER SEMESTRE 2015,1M2-CO,30,28,2,16,12,92,0,44.75
2015,FILOSOFIA,PRIMER SEMESTRE 2015,1M3-CO,30,27,3,27,0,80,60,65.037037
2015,GEOMETRIA ANALITICA Y DESCRIPTIVA,PRIMER SEMESTRE 2015,1M3-CO,32,31,1,21,10,100,0,57.354838
2015,INGLES I,PRIMER SEMESTRE 2015,1M3-CO,30,27,3,12,15,94,0,38.629629
2015,INTRODUCCION A INGENIERIA EN COMPUTACION,PRIMER SEMESTRE 2015,1M3-CO,31,27,4,19,8,76,0,51.814814
2015,FILOSOFIA,PRIMER SEMESTRE 2015,1M4-CO,30,29,1,26,3,94,0,66.724137
2015,GEOMETRIA ANALITICA Y DESCRIPTIVA,PRIMER SEMESTRE 2015,1M4-CO,34,33,1,26,7,91,0,54.818181
2015,INGLES I,PRIMER SEMESTRE 2015,1M4-CO,30,29,1,24,5,89,0,61.931034
2015,INTRODUCCION A INGENIERIA EN COMPUTACION,PRIMER SEMESTRE 2015,1M4-CO,31,26,5,26,0,85,60,69.192307
2015,FILOSOFIA,PRIMER SEMESTRE 2015,1M5-CO,36,36,0,19,17,100,0,42.75
2015,GEOMETRIA ANALITICA Y DESCRIPTIVA,PRIMER SEMESTRE 2015,1M5-CO,44,42,2,22,20,100,0,42.47619
2015,INGLES I,PRIMER SEMESTRE 2015,1M5-CO,26,20,6,18,2,97,0,65.75
2015,INTRODUCCION A INGENIERIA EN COMPUTACION,PRIMER SEMESTRE 2015,1M5-CO,31,24,7,18,6,100,0,63.75
2015,GEOMETRIA COMPUTACIONAL,PRIMER SEMESTRE 2015,2M1-CO,37,37,0,16,21,85,0,46.432432
2015,MATEMATICA II,PRIMER SEMESTRE 2015,2M1-CO,43,34,9,21,13,100,23,58.264705
2015,PROGRAMACION ORIENTADA A OBJETO,PRIMER SEMESTRE 2015,2M1-CO,36,23,13,15,8,100,7,59.434782
2015,SOCIOLOGIA Y ETICA,PRIMER SEMESTRE 2015,2M1-CO,38,25,13,19,6,86,0,65.4
2015,GEOMETRIA COMPUTACIONAL,PRIMER SEMESTRE 2015,2M2-CO,41,38,3,31,7,90,0,62.210526
2015,MATEMATICA II,PRIMER SEMESTRE 2015,2M2-CO,41,32,9,22,10,75,20,52.0625
2015,PROGRAMACION ORIENTADA A OBJETO,PRIMER SEMESTRE 2015,2M2-CO,41,34,7,19,15,100,3,50.970588
2015,SOCIOLOGIA Y ETICA,PRIMER SEMESTRE 2015,2M2-CO,40,40,0,29,11,85,0,53.725
2015,GEOMETRIA COMPUTACIONAL,PRIMER SEMESTRE 2015,2M3-CO,37,37,0,12,25,80,0,34.783783
2015,MATEMATICA II,PRIMER SEMESTRE 2015,2M3-CO,45,38,7,13,25,77,4,38.421052
2015,PROGRAMACION ORIENTADA A OBJETO,PRIMER SEMESTRE 2015,2M3-CO,33,26,7,17,9,90,5,52.76923
2015,SOCIOLOGIA Y ETICA,PRIMER SEMESTRE 2015,2M3-CO,40,40,0,24,16,85,0,43.75
2015,GEOMETRIA COMPUTACIONAL,PRIMER SEMESTRE 2015,2M4-CO,44,42,2,26,16,91,0,54.738095
2015,MATEMATICA II,PRIMER SEMESTRE 2015,2M4-CO,45,40,5,22,18,100,0,38.975
2015,PROGRAMACION ORIENTADA A OBJETO,PRIMER SEMESTRE 2015,2M4-CO,46,40,6,20,20,100,20,56.975
2015,SOCIOLOGIA Y ETICA,PRIMER SEMESTRE 2015,2M4-CO,46,45,1,36,9,86,0,58.288888
2015,FISICA II,PRIMER SEMESTRE 2015,3T1-CO,31,24,7,16,8,79,0,47.208333
2015,PROGRAMACION GRAFICA,PRIMER SEMESTRE 2015,3T1-CO,44,37,7,30,3,100,18,75.151515
2015,SISTEMAS DIGITALES,PRIMER SEMESTRE 2015,3T1-CO,35,35,0,16,19,88,0,35.428571
2015,TEORIA DE LA COMPUTACION,PRIMER SEMESTRE 2015,3T1-CO,45,35,10,32,3,95,23,67.485714
2015,FISICA II,PRIMER SEMESTRE 2015,3T2-CO,26,17,9,12,5,67,0,44.823529
2015,PROGRAMACION GRAFICA,PRIMER SEMESTRE 2015,3T2-CO,45,35,10,28,7,100,28,72.257142
2015,SISTEMAS DIGITALES,PRIMER SEMESTRE 2015,3T2-CO,46,46,0,19,27,88,0,34.73913
2015,TEORIA DE LA COMPUTACION,PRIMER SEMESTRE 2015,3T2-CO,46,41,5,34,7,81,12,56.926829
2015,FISICA II,PRIMER SEMESTRE 2015,3T3-CO,39,31,8,23,8,69,0,48.612903
2015,PROGRAMACION GRAFICA,PRIMER SEMESTRE 2015,3T3-CO,50,31,19,17,14,86,7,48.096774
2015,SISTEMAS DIGITALES,PRIMER SEMESTRE 2015,3T3-CO,42,40,2,39,1,96,10,68.875
2015,TEORIA DE LA COMPUTACION,PRIMER SEMESTRE 2015,3T3-CO,41,37,4,33,4,95,7,58.756756
2015,ADMINISTRADORES DE BASES DE DATOS,PRIMER SEMESTRE 2015,4T1-CO,25,22,3,21,1,86,39,71.454545
2015,ARQUITECTURA DE MAQUINAS COMPUTADORAS I,PRIMER SEMESTRE 2015,4T1-CO,17,17,0,15,2,93,15,69.823529
2015,ECONOMIA DE PROYECTOS INFORMATICOS,PRIMER SEMESTRE 2015,4T1-CO,38,19,19,16,3,100,26,70.578947
2015,SIMULACION,PRIMER SEMESTRE 2015,4T1-CO,16,15,1,14,1,76,29,63.133333
2015,ADMINISTRADORES DE BASES DE DATOS,PRIMER SEMESTRE 2015,4T2-CO,28,28,0,27,1,97,0,77.5
2015,ARQUITECTURA DE MAQUINAS COMPUTADORAS I,PRIMER SEMESTRE 2015,4T2-CO,40,40,0,37,3,95,0,76.25
2015,ECONOMIA DE PROYECTOS INFORMATICOS,PRIMER SEMESTRE 2015,4T2-CO,42,42,0,27,15,100,0,47.023809
2015,SIMULACION,PRIMER SEMESTRE 2015,4T2-CO,32,27,5,27,0,95,60,72.629629
2015,ADMINISTRADORES DE BASES DE DATOS,PRIMER SEMESTRE 2015,4T3-CO,30,30,0,30,0,82,60,70.266666
2015,ARQUITECTURA DE MAQUINAS COMPUTADORAS I,PRIMER SEMESTRE 2015,4T3-CO,35,35,0,34,1,86,0,64.685714
2015,ECONOMIA DE PROYECTOS INFORMATICOS,PRIMER SEMESTRE 2015,4T3-CO,37,32,5,23,9,93,30,65.59375
2015,SIMULACION,PRIMER SEMESTRE 2015,4T3-CO,29,28,1,28,0,90,60,73.25
2015,ARQUITECTURA DE MAQUINAS COMPUTADORAS III,PRIMER SEMESTRE 2015,5T1-CO,16,15,1,15,0,88,61,72.333333
2015,INGENIERIA DE SOFTWARE II,PRIMER SEMESTRE 2015,5T1-CO,19,17,2,16,1,85,20,62.588235
2015,INTELIGENCIA ARTIFICIAL,PRIMER SEMESTRE 2015,5T1-CO,19,18,1,18,0,90,60,75.833333
2015,REDES DE COMPUTADORAS,PRIMER SEMESTRE 2015,5T1-CO,16,16,0,14,2,83,3,63.875
2015,TENDENCIAS TECNOLOGICAS,PRIMER SEMESTRE 2015,5T1-CO,30,26,4,25,1,93,25,76.538461
2015,APLICACIONES GRAFICAS,PRIMER SEMESTRE 2015,5T2-CO,18,11,7,6,5,75,22,53.545454
2015,ARQUITECTURA DE MAQUINAS COMPUTADORAS III,PRIMER SEMESTRE 2015,5T2-CO,20,15,5,15,0,93,60,78.6
2015,INGENIERIA DE SOFTWARE II,PRIMER SEMESTRE 2015,5T2-CO,19,17,2,13,4,94,12,61.17647
2015,INTELIGENCIA ARTIFICIAL,PRIMER SEMESTRE 2015,5T2-CO,13,8,5,7,1,85,40,65
2015,REDES DE COMPUTADORAS,PRIMER SEMESTRE 2015,5T2-CO,20,19,1,12,7,100,3,61.157894
2015,ARQUITECTURA DE MAQUINAS COMPUTADORAS III,PRIMER SEMESTRE 2015,5T3-CO,38,36,2,34,2,100,0,78.666666
2015,INGENIERIA DE SOFTWARE II,PRIMER SEMESTRE 2015,5T3-CO,27,24,3,18,6,81,10,57.458333
2015,INTELIGENCIA ARTIFICIAL,PRIMER SEMESTRE 2015,5T3-CO,26,22,4,22,0,90,60,72.045454
2015,REDES DE COMPUTADORAS,PRIMER SEMESTRE 2015,5T3-CO,33,33,0,26,7,84,0,59.90909
2015,TENDENCIAS TECNOLOGICAS,PRIMER SEMESTRE 2015,5T3-CO,45,42,3,40,2,100,10,71.761904
2015,CONCEPTOS DE LENGUAJES,SEGUNDO SEMESTRE 2015,1M1-CO,36,36,0,30,6,75,59,70.277777
2015,INGLES II,SEGUNDO SEMESTRE 2015,1M1-CO,17,14,3,13,1,100,0,72.642857
2015,LENGUAJE DE PROGRAMACION,SEGUNDO SEMESTRE 2015,1M1-CO,23,21,2,16,5,97,15,61.857142
2015,MATEMATICA I,SEGUNDO SEMESTRE 2015,1M1-CO,34,28,6,13,15,82,25,51.535714
2015,REDACCION TECNICA,SEGUNDO SEMESTRE 2015,1M1-CO,34,31,3,19,12,79,0,46.451612
2015,INTRODUCCION A INGENIERIA EN COMPUTACION,SEGUNDO SEMESTRE 2015,1M1-CO/P,23,23,0,23,0,85,63,72.826086
2015,CONCEPTOS DE LENGUAJES,SEGUNDO SEMESTRE 2015,1M2-CO,26,25,1,17,8,91,0,57.24
2015,INGLES II,SEGUNDO SEMESTRE 2015,1M2-CO,19,18,1,16,2,100,0,68.277777
2015,LENGUAJE DE PROGRAMACION,SEGUNDO SEMESTRE 2015,1M2-CO,16,16,0,14,2,89,27,71.375
2015,MATEMATICA I,SEGUNDO SEMESTRE 2015,1M2-CO,29,27,2,18,9,99,11,61.37037
2015,REDACCION TECNICA,SEGUNDO SEMESTRE 2015,1M2-CO,30,27,3,21,6,86,0,57.259259
2015,CONCEPTOS DE LENGUAJES,SEGUNDO SEMESTRE 2015,1M3-CO,35,35,0,30,5,75,59,64.714285
2015,INGLES II,SEGUNDO SEMESTRE 2015,1M3-CO,13,12,1,11,1,92,0,67.916666
2015,LENGUAJE DE PROGRAMACION,SEGUNDO SEMESTRE 2015,1M3-CO,20,20,0,18,2,95,0,73.9
2015,MATEMATICA I,SEGUNDO SEMESTRE 2015,1M3-CO,27,24,3,16,8,81,0,49.083333
2015,REDACCION TECNICA,SEGUNDO SEMESTRE 2015,1M3-CO,32,25,7,13,12,72,0,33.12
2015,CONCEPTOS DE LENGUAJES,SEGUNDO SEMESTRE 2015,1M4-CO,29,22,7,22,0,80,60,65.727272
2015,INGLES II,SEGUNDO SEMESTRE 2015,1M4-CO,25,19,6,9,10,100,0,39
2015,LENGUAJE DE PROGRAMACION,SEGUNDO SEMESTRE 2015,1M4-CO,25,21,4,21,0,100,60,75.857142
2015,MATEMATICA I,SEGUNDO SEMESTRE 2015,1M4-CO,33,28,5,24,4,80,6,56.5
2015,REDACCION TECNICA,SEGUNDO SEMESTRE 2015,1M4-CO,29,23,6,13,10,100,0,46.086956
2015,CONCEPTOS DE LENGUAJES,SEGUNDO SEMESTRE 2015,1M5-CO,22,15,7,12,3,98,0,63.533333
2015,INGLES II,SEGUNDO SEMESTRE 2015,1M5-CO,17,7,10,7,0,100,60,82.285714
2015,LENGUAJE DE PROGRAMACION,SEGUNDO SEMESTRE 2015,1M5-CO,16,13,3,12,1,100,0,75.230769
2015,MATEMATICA I,SEGUNDO SEMESTRE 2015,1M5-CO,29,19,10,9,10,90,9,44.157894
2015,REDACCION TECNICA,SEGUNDO SEMESTRE 2015,1M5-CO,20,10,10,8,2,100,0,68.7
2015,ALGORITMIZACION Y ESTRUCTURAS DE DATOS,SEGUNDO SEMESTRE 2015,2M1-CO,23,18,5,17,1,100,21,79.388888
2015,CULTURA DE PAZ Y DERECHOS HUMANOS,SEGUNDO SEMESTRE 2015,2M1-CO,35,26,9,26,0,85,60,73.038461
2015,FISICA I,SEGUNDO SEMESTRE 2015,2M1-CO,41,33,8,29,4,95,0,62.969696
2015,MATEMATICA III,SEGUNDO SEMESTRE 2015,2M1-CO,20,19,1,12,7,100,28,61.315789
2015,MATEMATICAS DISCRETAS,SEGUNDO SEMESTRE 2015,2M1-CO,38,35,3,27,7,90,0,61.911764
2015,PROGRAMACION ORIENTADA A OBJETO,SEGUNDO SEMESTRE 2015,2M1-CO/P,28,19,9,19,0,100,60,75.631578
2015,ALGORITMIZACION Y ESTRUCTURAS DE DATOS,SEGUNDO SEMESTRE 2015,2M2-CO,22,18,4,17,1,100,44,76.333333
2015,CULTURA DE PAZ Y DERECHOS HUMANOS,SEGUNDO SEMESTRE 2015,2M2-CO,28,26,2,18,8,85,0,48.346153
2015,FISICA I,SEGUNDO SEMESTRE 2015,2M2-CO,32,32,0,11,21,68,0,26.21875
2015,MATEMATICA III,SEGUNDO SEMESTRE 2015,2M2-CO,25,24,1,14,10,86,22,56.75
2015,MATEMATICAS DISCRETAS,SEGUNDO SEMESTRE 2015,2M2-CO,32,31,1,28,3,100,0,70.774193
2015,GEOMETRIA COMPUTACIONAL,SEGUNDO SEMESTRE 2015,2M2-CO/P,28,28,0,28,0,75,60,68.892857
2015,ALGORITMIZACION Y ESTRUCTURAS DE DATOS,SEGUNDO SEMESTRE 2015,2M3-CO,24,19,5,15,4,80,22,58.894736
2015,CULTURA DE PAZ Y DERECHOS HUMANOS,SEGUNDO SEMESTRE 2015,2M3-CO,26,26,0,21,5,88,0,69.192307
2015,FISICA I,SEGUNDO SEMESTRE 2015,2M3-CO,27,15,12,8,7,80,0,36.733333
2015,MATEMATICA III,SEGUNDO SEMESTRE 2015,2M3-CO,18,15,3,9,6,80,41,60.466666
2015,MATEMATICAS DISCRETAS,SEGUNDO SEMESTRE 2015,2M3-CO,33,28,5,24,4,87,0,65.428571
2015,MATEMATICA II,SEGUNDO SEMESTRE 2015,2M3-CO/P,35,22,13,4,17,62,15,41.666666
2015,ALGORITMIZACION Y ESTRUCTURAS DE DATOS,SEGUNDO SEMESTRE 2015,2M4-CO,20,13,7,8,5,80,15,52.307692
2015,CULTURA DE PAZ Y DERECHOS HUMANOS,SEGUNDO SEMESTRE 2015,2M4-CO,35,35,0,29,6,79,0,63.628571
2015,FISICA I,SEGUNDO SEMESTRE 2015,2M4-CO,41,41,0,20,21,70,0,30.487804
2015,MATEMATICA III,SEGUNDO SEMESTRE 2015,2M4-CO,22,21,1,10,11,80,0,37.380952
2015,MATEMATICAS DISCRETAS,SEGUNDO SEMESTRE 2015,2M4-CO,37,37,0,31,6,92,0,66.891891
2015,BASES DE DATOS,SEGUNDO SEMESTRE 2015,3T1-CO,43,38,5,32,6,93,31,71.078947
2015,ECONOMIA,SEGUNDO SEMESTRE 2015,3T1-CO,47,47,0,43,4,100,0,84.893617
2015,ESTADISTICA,SEGUNDO SEMESTRE 2015,3T1-CO,41,34,7,30,4,86,0,57.794117
2015,HARDWARE REPARACION Y MANTENIMIENTO,SEGUNDO SEMESTRE 2015,3T1-CO,25,23,2,21,2,100,12,76.695652
2015,SISTEMAS OPERATIVOS Y REDES,SEGUNDO SEMESTRE 2015,3T1-CO,42,39,3,29,10,100,18,69.384615
2015,FISICA II,SEGUNDO SEMESTRE 2015,3T1-CO/P,11,9,2,9,0,75,67,70.222222
2015,BASES DE DATOS,SEGUNDO SEMESTRE 2015,3T2-CO,45,42,3,36,6,81,32,67.619047
2015,ECONOMIA,SEGUNDO SEMESTRE 2015,3T2-CO,47,47,0,46,1,100,0,91.297872
2015,ESTADISTICA,SEGUNDO SEMESTRE 2015,3T2-CO,29,29,0,23,6,84,0,54.241379
2015,HARDWARE REPARACION Y MANTENIMIENTO,SEGUNDO SEMESTRE 2015,3T2-CO,22,22,0,22,0,90,60,75.636363
2015,SISTEMAS OPERATIVOS Y REDES,SEGUNDO SEMESTRE 2015,3T2-CO,44,40,4,33,7,97,15,71.45
2015,FISICA II,SEGUNDO SEMESTRE 2015,3T2-CO/P,3,3,0,3,0,73,72,72.333333
2015,BASES DE DATOS,SEGUNDO SEMESTRE 2015,3T3-CO,45,37,8,31,6,96,28,67.54054
2015,ECONOMIA,SEGUNDO SEMESTRE 2015,3T3-CO,39,25,14,16,9,97,12,54.72
2015,ESTADISTICA,SEGUNDO SEMESTRE 2015,3T3-CO,45,45,0,43,1,87,31,67.386363
2015,HARDWARE REPARACION Y MANTENIMIENTO,SEGUNDO SEMESTRE 2015,3T3-CO,36,35,1,31,4,93,26,70.428571
2015,SISTEMAS OPERATIVOS Y REDES,SEGUNDO SEMESTRE 2015,3T3-CO,44,44,0,27,0,100,60,77.74074
2015,ARQUITECTURA DE MAQUINAS COMPUTADORAS II,SEGUNDO SEMESTRE 2015,4T1-CO,31,31,0,26,5,90,0,61.064516
2015,ARQUITECTURA DE SISTEMAS OPERATIVOS,SEGUNDO SEMESTRE 2015,4T1-CO,28,22,6,15,7,82,10,54.681818
2015,CONTROL,SEGUNDO SEMESTRE 2015,4T1-CO,17,14,3,12,2,77,26,66.571428
2015,INGENIERIA DE SOFTWARE I,SEGUNDO SEMESTRE 2015,4T1-CO,29,26,3,17,9,85,12,53.26923
2015,METODOLOGIA DE LA INVESTIGACION,SEGUNDO SEMESTRE 2015,4T1-CO,27,22,5,9,13,81,0,28.227272
2015,ARQUITECTURA DE MAQUINAS COMPUTADORAS II,SEGUNDO SEMESTRE 2015,4T2-CO,29,27,2,21,6,91,0,58.407407
2015,ARQUITECTURA DE SISTEMAS OPERATIVOS,SEGUNDO SEMESTRE 2015,4T2-CO,27,27,0,23,4,88,9,65.148148
2015,CONTROL,SEGUNDO SEMESTRE 2015,4T2-CO,26,25,1,24,1,100,25,74.12
2015,INGENIERIA DE SOFTWARE I,SEGUNDO SEMESTRE 2015,4T2-CO,22,22,0,22,0,79,65,70.5
2015,METODOLOGIA DE LA INVESTIGACION,SEGUNDO SEMESTRE 2015,4T2-CO,28,23,5,22,1,81,57,72.086956
2015,ARQUITECTURA DE MAQUINAS COMPUTADORAS II,SEGUNDO SEMESTRE 2015,4T3-CO,42,37,5,34,3,84,0,63.837837
2015,ARQUITECTURA DE SISTEMAS OPERATIVOS,SEGUNDO SEMESTRE 2015,4T3-CO,33,33,0,24,9,77,0,53.666666
2015,CONTROL,SEGUNDO SEMESTRE 2015,4T3-CO,28,26,2,24,2,100,35,71.192307
2015,INGENIERIA DE SOFTWARE I,SEGUNDO SEMESTRE 2015,4T3-CO,40,38,2,22,16,79,15,56.473684
2015,METODOLOGIA DE LA INVESTIGACION,SEGUNDO SEMESTRE 2015,4T3-CO,28,24,4,22,2,80,0,62.25
2015,ADMINISTRACION DE SISTEMAS DE INFORMACION,SEGUNDO SEMESTRE 2015,5T1-CO,25,25,0,23,2,100,30,78.2
2015,INGENIERIA DE SOFTWARE III,SEGUNDO SEMESTRE 2015,5T1-CO,25,25,0,12,13,100,0,38.8
2015,ADMINISTRACION DE SISTEMAS DE INFORMACION,SEGUNDO SEMESTRE 2015,5T2-CO,14,14,0,13,0,92,70,84.153846
2015,INGENIERIA DE SOFTWARE III,SEGUNDO SEMESTRE 2015,5T2-CO,11,11,0,11,0,81,61,72.272727
2015,ADMINISTRACION DE SISTEMAS DE INFORMACION,SEGUNDO SEMESTRE 2015,5T3-CO,22,18,4,15,3,100,19,76.555555
2015,INGENIERIA DE SOFTWARE III,SEGUNDO SEMESTRE 2015,5T3-CO,26,26,0,22,4,100,0,65.76923
2016,FILOSOFIA,PRIMER SEMESTRE 2016,1M1-CO,33,30,3,27,3,100,0,67.3
2016,GEOMETRIA ANALITICA Y DESCRIPTIVA,PRIMER SEMESTRE 2016,1M1-CO,36,32,4,28,4,100,11,76.5
2016,INGLES I,PRIMER SEMESTRE 2016,1M1-CO,36,30,6,22,8,100,0,54.866666
2016,INTRODUCCION A INGENIERIA EN COMPUTACION,PRIMER SEMESTRE 2016,1M1-CO,31,30,1,22,8,100,0,52.833333
2016,FILOSOFIA,PRIMER SEMESTRE 2016,1M2-CO,36,35,1,32,3,100,0,66.342857
2016,GEOMETRIA ANALITICA Y DESCRIPTIVA,PRIMER SEMESTRE 2016,1M2-CO,41,35,6,31,4,100,17,75.142857
2016,INGLES I,PRIMER SEMESTRE 2016,1M2-CO,37,30,7,20,10,85,0,50.566666
