ALCodigo,Asignatura,Semestre,Grupo,MatrículaInicial,MatrículaEfectiva,NoDeserciones,Aprobados,Reprobados,NotaMáxima,NotaMínima,NotaPromedio
2016,INTRODUCCION A INGENIERIA EN COMPUTACION,PRIMER SEMESTRE 2016,1M2-CO,32,30,2,21,9,97,37,70.066666
2016,FILOSOFIA,PRIMER SEMESTRE 2016,1M3-CO,33,32,1,17,15,90,0,36.6875
2016,GEOMETRIA ANALITICA Y DESCRIPTIVA,PRIMER SEMESTRE 2016,1M3-CO,39,39,0,30,9,100,3,65.25641
2016,INGLES I,PRIMER SEMESTRE 2016,1M3-CO,42,40,2,34,6,100,0,62.15
2016,INTRODUCCION A INGENIERIA EN COMPUTACION,PRIMER SEMESTRE 2016,1M3-CO,35,34,1,25,9,95,0,60.852941
2016,FILOSOFIA,PRIMER SEMESTRE 2016,1M4-CO,32,30,2,29,1,100,35,92.066666
2016,GEOMETRIA ANALITICA Y DESCRIPTIVA,PRIMER SEMESTRE 2016,1M4-CO,41,32,9,17,15,91,0,46.90625
2016,INGLES I,PRIMER SEMESTRE 2016,1M4-CO,34,29,5,18,11,100,0,45.034482
2016,INTRODUCCION A INGENIERIA EN COMPUTACION,PRIMER SEMESTRE 2016,1M4-CO,31,26,5,26,0,100,60,72.461538
2016,FILOSOFIA,PRIMER SEMESTRE 2016,1M5-CO,31,31,0,30,1,100,0,81.419354
2016,GEOMETRIA ANALITICA Y DESCRIPTIVA,PRIMER SEMESTRE 2016,1M5-CO,38,36,2,19,17,96,0,39.666666
2016,INGLES I,PRIMER SEMESTRE 2016,1M5-CO,39,36,3,26,10,82,0,52.666666
2016,INTRODUCCION A INGENIERIA EN COMPUTACION,PRIMER SEMESTRE 2016,1M5-CO,34,31,3,23,8,100,12,66.516129
2016,GEOMETRIA COMPUTACIONAL,PRIMER SEMESTRE 2016,2M1-CO,17,17,0,10,7,95,59,65.764705
2016,MATEMATICA II PARA COMPUTACION,PRIMER SEMESTRE 2016,2M1-CO,24,16,8,11,5,90,5,58
2016,PROGRAMACION ORIENTADA A OBJETO,PRIMER SEMESTRE 2016,2M1-CO,37,16,21,14,2,100,16,77.125
2016,SOCIOLOGIA,PRIMER SEMESTRE 2016,2M1-CO,32,19,13,16,3,90,0,60.631578
2016,GEOMETRIA COMPUTACIONAL,PRIMER SEMESTRE 2016,2M2-CO,18,18,0,16,2,95,0,64.5
2016,MATEMATICA II PARA COMPUTACION,PRIMER SEMESTRE 2016,2M2-CO,20,15,5,15,0,90,60,69.266666
2016,PROGRAMACION ORIENTADA A OBJETO,PRIMER SEMESTRE 2016,2M2-CO,28,24,4,18,6,100,23,69
2016,SOCIOLOGIA,PRIMER SEMESTRE 2016,2M2-CO,30,22,8,12,10,90,0,38
2016,GEOMETRIA COMPUTACIONAL,PRIMER SEMESTRE 2016,2M3-CO,20,20,0,15,5,80,59,63
2016,MATEMATICA II PARA COMPUTACION,PRIMER SEMESTRE 2016,2M3-CO,28,27,1,18,9,88,5,51.296296
2016,PROGRAMACION ORIENTADA A OBJETO,PRIMER SEMESTRE 2016,2M3-CO,38,31,7,21,10,89,3,49.774193
2016,SOCIOLOGIA,PRIMER SEMESTRE 2016,2M3-CO,38,21,17,13,8,68,0,39.095238
2016,GEOMETRIA COMPUTACIONAL,PRIMER SEMESTRE 2016,2M4-CO,28,26,2,22,4,85,0,61.692307
2016,MATEMATICA II PARA COMPUTACION,PRIMER SEMESTRE 2016,2M4-CO,40,28,12,20,8,75,17,54.071428
2016,PROGRAMACION ORIENTADA A OBJETO,PRIMER SEMESTRE 2016,2M4-CO,30,19,11,15,4,100,17,61.526315
2016,SOCIOLOGIA,PRIMER SEMESTRE 2016,2M4-CO,22,12,10,12,0,100,60,76.666666
2016,GEOMETRIA COMPUTACIONAL,PRIMER SEMESTRE 2016,2M5-CO,19,17,2,12,5,100,0,57.235294
2016,MATEMATICA II PARA COMPUTACION,PRIMER SEMESTRE 2016,2M5-CO,17,15,2,14,1,100,0,61.4
2016,PROGRAMACION ORIENTADA A OBJETO,PRIMER SEMESTRE 2016,2M5-CO,17,10,7,9,1,95,12,64.6
2016,SOCIOLOGIA,PRIMER SEMESTRE 2016,2M5-CO,23,15,8,9,6,100,0,44.666666
2016,FISICA II,PRIMER SEMESTRE 2016,3T1-CO,17,17,0,8,9,84,0,31.764705
2016,PROGRAMACION GRAFICA,PRIMER SEMESTRE 2016,3T1-CO,43,34,9,30,4,100,24,74.17647
2016,SISTEMAS DIGITALES,PRIMER SEMESTRE 2016,3T1-CO,45,45,0,37,8,100,0,60.822222
2016,TEORIA DE LA COMPUTACION,PRIMER SEMESTRE 2016,3T1-CO,27,23,4,21,2,98,20,64.782608
2016,FISICA II,PRIMER SEMESTRE 2016,3T2-CO,37,37,0,10,27,100,0,27.513513
2016,PROGRAMACION GRAFICA,PRIMER SEMESTRE 2016,3T2-CO,43,39,4,35,4,100,7,75
2016,SISTEMAS DIGITALES,PRIMER SEMESTRE 2016,3T2-CO,45,45,0,43,2,92,0,69.466666
2016,TEORIA DE LA COMPUTACION,PRIMER SEMESTRE 2016,3T2-CO,40,40,0,39,1,95,0,68.75
2016,FISICA II,PRIMER SEMESTRE 2016,3T3-CO,20,14,6,12,2,67,0,52.5
2016,PROGRAMACION GRAFICA,PRIMER SEMESTRE 2016,3T3-CO,42,35,7,18,17,90,4,57.942857
2016,SISTEMAS DIGITALES,PRIMER SEMESTRE 2016,3T3-CO,44,37,7,31,6,100,0,59.945945
2016,TEORIA DE LA COMPUTACION,PRIMER SEMESTRE 2016,3T3-CO,26,23,3,16,7,89,0,51.73913
2016,ADMINISTRADORES DE BASES DE DATOS,PRIMER SEMESTRE 2016,4T1-CO,35,30,5,27,3,90,27,70.2
2016,ARQUITECTURA DE MAQUINAS COMPUTADORAS I,PRIMER SEMESTRE 2016,4T1-CO,27,26,1,22,4,93,16,69.76923
2016,ECONOMIA DE PROYECTOS INFORMATICOS,PRIMER SEMESTRE 2016,4T1-CO,38,25,13,20,5,100,18,71.16
2016,SIMULACION,PRIMER SEMESTRE 2016,4T1-CO,24,24,0,22,2,83,51,71.416666
2016,ADMINISTRADORES DE BASES DE DATOS,PRIMER SEMESTRE 2016,4T2-CO,37,33,4,30,2,100,40,77.875
2016,ARQUITECTURA DE MAQUINAS COMPUTADORAS I,PRIMER SEMESTRE 2016,4T2-CO,24,24,0,24,0,90,62,78.083333
2016,ECONOMIA DE PROYECTOS INFORMATICOS,PRIMER SEMESTRE 2016,4T2-CO,38,32,6,30,2,99,36,75.375
2016,SIMULACION,PRIMER SEMESTRE 2016,4T2-CO,21,21,0,18,3,80,0,62.238095
2016,ADMINISTRADORES DE BASES DE DATOS,PRIMER SEMESTRE 2016,4T3-CO,36,36,0,27,9,98,0,60.722222
2016,ARQUITECTURA DE MAQUINAS COMPUTADORAS I,PRIMER SEMESTRE 2016,4T3-CO,35,35,0,35,0,90,65,72.6
2016,ECONOMIA DE PROYECTOS INFORMATICOS,PRIMER SEMESTRE 2016,4T3-CO,40,40,0,27,13,100,0,57.5
2016,SIMULACION,PRIMER SEMESTRE 2016,4T3-CO,34,34,0,34,0,88,60,72.5
2016,APLICACIONES GRAFICAS,PRIMER SEMESTRE 2016,5T1-CO,39,39,0,35,4,95,0,64.076923
2016,ARQUITECTURA DE MAQUINAS COMPUTADORAS III,PRIMER SEMESTRE 2016,5T1-CO,21,20,1,19,1,88,0,71.2
2016,INGENIERIA DE SOFTWARE II,PRIMER SEMESTRE 2016,5T1-CO,19,19,0,12,7,81,32,60.157894
2016,INTELIGENCIA ARTIFICIAL,PRIMER SEMESTRE 2016,5T1-CO,21,21,0,20,1,96,0,80.571428
2016,REDES DE COMPUTADORAS,PRIMER SEMESTRE 2016,5T1-CO,20,20,0,7,13,74,4,39.9
2016,ARQUITECTURA DE MAQUINAS COMPUTADORAS III,PRIMER SEMESTRE 2016,5T2-CO,23,23,0,22,1,92,0,75.043478
2016,INGENIERIA DE SOFTWARE II,PRIMER SEMESTRE 2016,5T2-CO,28,26,2,24,2,85,10,65.576923
2016,INTELIGENCIA ARTIFICIAL,PRIMER SEMESTRE 2016,5T2-CO,22,20,2,20,0,88,60,76.45
2016,REDES DE COMPUTADORAS,PRIMER SEMESTRE 2016,5T2-CO,35,35,0,32,3,88,22,66.085714
2016,TENDENCIAS TECNOLOGICAS,PRIMER SEMESTRE 2016,5T2-CO,31,30,1,22,8,88,29,65.033333
2016,ARQUITECTURA DE MAQUINAS COMPUTADORAS III,PRIMER SEMESTRE 2016,5T3-CO,39,39,0,30,9,87,0,61
2016,INGENIERIA DE SOFTWARE II,PRIMER SEMESTRE 2016,5T3-CO,29,24,5,23,1,88,19,67.708333
2016,INTELIGENCIA ARTIFICIAL,PRIMER SEMESTRE 2016,5T3-CO,33,30,3,27,3,96,0,74.8
2016,REDES DE COMPUTADORAS,PRIMER SEMESTRE 2016,5T3-CO,35,34,1,28,6,87,4,59.441176
2016,TENDENCIAS TECNOLOGICAS,PRIMER SEMESTRE 2016,5T3-CO,31,28,3,28,0,87,61,75.714285
2016,CONCEPTOS DE LENGUAJES,SEGUNDO SEMESTRE 2016,1M1-CO,31,31,0,25,6,90,3,63.193548
2016,INGLES II,SEGUNDO SEMESTRE 2016,1M1-CO,31,29,2,26,3,99,0,66.241379
2016,LENGUAJE DE PROGRAMACION,SEGUNDO SEMESTRE 2016,1M1-CO,25,22,3,17,5,89,30,64.5
2016,MATEMATICA I PARA COMPUTACION,SEGUNDO SEMESTRE 2016,1M1-CO,40,33,7,28,5,77,28,60.121212
2016,REDACCION TECNICA,SEGUNDO SEMESTRE 2016,1M1-CO,32,25,7,25,0,100,60,82.04
2016,CONCEPTOS DE LENGUAJES,SEGUNDO SEMESTRE 2016,1M2-CO,34,30,4,23,7,87,0,53.733333
2016,INGLES II,SEGUNDO SEMESTRE 2016,1M2-CO,25,21,4,21,0,99,60,73.714285
2016,LENGUAJE DE PROGRAMACION,SEGUNDO SEMESTRE 2016,1M2-CO,27,20,7,16,4,100,15,68.45
2016,MATEMATICA I PARA COMPUTACION,SEGUNDO SEMESTRE 2016,1M2-CO,40,29,11,21,8,96,14,60.655172
2016,REDACCION TECNICA,SEGUNDO SEMESTRE 2016,1M2-CO,39,32,7,28,4,82,0,62.4375
2016,CONCEPTOS DE LENGUAJES,SEGUNDO SEMESTRE 2016,1M3-CO,37,37,0,35,2,90,59,67.972972
2016,INGLES II,SEGUNDO SEMESTRE 2016,1M3-CO,32,29,3,29,0,100,60,77.75862
2016,LENGUAJE DE PROGRAMACION,SEGUNDO SEMESTRE 2016,1M3-CO,34,23,11,21,2,100,6,74.173913
2016,MATEMATICA I PARA COMPUTACION,SEGUNDO SEMESTRE 2016,1M3-CO,43,43,0,14,29,98,0,27.953488
2016,REDACCION TECNICA,SEGUNDO SEMESTRE 2016,1M3-CO,40,24,16,24,0,100,60,78.333333
2016,CONCEPTOS DE LENGUAJES,SEGUNDO SEMESTRE 2016,1M4-CO,30,23,7,23,0,100,60,67.782608
2016,INGLES II,SEGUNDO SEMESTRE 2016,1M4-CO,18,16,2,16,0,100,60,77.0625
2016,LENGUAJE DE PROGRAMACION,SEGUNDO SEMESTRE 2016,1M4-CO,34,26,8,10,16,95,0,33.153846
2016,MATEMATICA I PARA COMPUTACION,SEGUNDO SEMESTRE 2016,1M4-CO,40,35,5,14,21,100,2,42.857142
2016,REDACCION TECNICA,SEGUNDO SEMESTRE 2016,1M4-CO,39,35,4,28,7,85,0,54.771428
2016,CONCEPTOS DE LENGUAJES,SEGUNDO SEMESTRE 2016,1M5-CO,36,33,3,26,7,83,0,54.393939
2016,INGLES II,SEGUNDO SEMESTRE 2016,1M5-CO,29,18,11,18,0,95,60,73.388888
2016,LENGUAJE DE PROGRAMACION,SEGUNDO SEMESTRE 2016,1M5-CO,24,16,8,13,3,95,19,66.5625
2016,MATEMATICA I PARA COMPUTACION,SEGUNDO SEMESTRE 2016,1M5-CO,39,33,6,22,11,100,0,52.272727
2016,REDACCION TECNICA,SEGUNDO SEMESTRE 2016,1M5-CO,35,22,13,19,3,100,0,81.818181
2016,ALGORITMIZACION Y ESTRUCTURAS DE DATOS,SEGUNDO SEMESTRE 2016,2M1-CO,20,12,8,10,2,91,4,73.5
2016,CULTURA DE PAZ Y DERECHOS HUMANOS,SEGUNDO SEMESTRE 2016,2M1-CO,29,25,4,22,3,100,0,75.2
2016,FISICA I,SEGUNDO SEMESTRE 2016,2M1-CO,29,18,11,15,3,88,13,62.166666
2016,MATEMATICA III PARA COMPUTACION,SEGUNDO SEMESTRE 2016,2M1-CO,28,26,2,26,0,90,60,67.538461
2016,MATEMATICAS DISCRETAS,SEGUNDO SEMESTRE 2016,2M1-CO,16,15,1,12,3,87,10,61.866666
2016,ALGORITMIZACION Y ESTRUCTURAS DE DATOS,SEGUNDO SEMESTRE 2016,2M2-CO,32,29,3,21,8,86,8,60.034482
2016,CULTURA DE PAZ Y DERECHOS HUMANOS,SEGUNDO SEMESTRE 2016,2M2-CO,31,26,5,25,1,100,0,78.076923
2016,FISICA I,SEGUNDO SEMESTRE 2016,2M2-CO,23,21,2,16,5,71,0,46.666666
2016,MATEMATICA III PARA COMPUTACION,SEGUNDO SEMESTRE 2016,2M2-CO,19,19,0,12,7,75,13,52.157894
2016,MATEMATICAS DISCRETAS,SEGUNDO SEMESTRE 2016,2M2-CO,22,20,2,15,5,86,8,59.85
2016,ALGORITMIZACION Y ESTRUCTURAS DE DATOS,SEGUNDO SEMESTRE 2016,2M3-CO,26,19,7,16,3,90,2,60.894736
2016,CULTURA DE PAZ Y DERECHOS HUMANOS,SEGUNDO SEMESTRE 2016,2M3-CO,30,29,1,20,9,100,10,56.37931
2016,FISICA I,SEGUNDO SEMESTRE 2016,2M3-CO,30,26,4,15,11,98,0,41.538461
2016,MATEMATICA III PARA COMPUTACION,SEGUNDO SEMESTRE 2016,2M3-CO,24,22,2,13,9,100,14,52.318181
2016,MATEMATICAS DISCRETAS,SEGUNDO SEMESTRE 2016,2M3-CO,23,22,1,18,4,100,0,65.545454
2016,ALGORITMIZACION Y ESTRUCTURAS DE DATOS,SEGUNDO SEMESTRE 2016,2M4-CO,20,12,8,10,2,64,5,53.5
2016,CULTURA DE PAZ Y DERECHOS HUMANOS,SEGUNDO SEMESTRE 2016,2M4-CO,19,17,2,17,0,93,60,79.235294
2016,FISICA I,SEGUNDO SEMESTRE 2016,2M4-CO,34,29,5,12,17,71,0,33.482758
2016,MATEMATICA III PARA COMPUTACION,SEGUNDO SEMESTRE 2016,2M4-CO,41,41,0,33,8,88,0,50.536585
2016,MATEMATICAS DISCRETAS,SEGUNDO SEMESTRE 2016,2M4-CO,14,14,0,12,2,84,48,70.214285
2016,BASES DE DATOS,SEGUNDO SEMESTRE 2016,3T1-CO,33,33,0,29,4,90,24,74.90909
2016,ECONOMIA,SEGUNDO SEMESTRE 2016,3T1-CO,45,45,0,45,0,97,85,93.044444
2016,ESTADISTICA I,SEGUNDO SEMESTRE 2016,3T1-CO,22,20,2,17,3,94,0,59.6
2016,HARDWARE REPARACION Y MANTENIMIENTO,SEGUNDO SEMESTRE 2016,3T1-CO,44,44,0,39,5,100,22,74.181818
2016,SISTEMAS OPERATIVOS Y REDES,SEGUNDO SEMESTRE 2016,3T1-CO,31,31,0,31,0,100,60,81.967741
2016,FISICA II,SEGUNDO SEMESTRE 2016,3T1-CO/P,15,15,0,15,0,75,60,68.2
2016,BASES DE DATOS,SEGUNDO SEMESTRE 2016,3T2-CO,34,24,10,15,9,93,27,62.291666
2016,ECONOMIA,SEGUNDO SEMESTRE 2016,3T2-CO,45,40,5,40,0,96,85,94.125
2016,ESTADISTICA I,SEGUNDO SEMESTRE 2016,3T2-CO,18,16,2,16,0,80,60,68.8125
2016,HARDWARE REPARACION Y MANTENIMIENTO,SEGUNDO SEMESTRE 2016,3T2-CO,36,34,2,30,4,100,13,71.588235
2016,SISTEMAS OPERATIVOS Y REDES,SEGUNDO SEMESTRE 2016,3T2-CO,33,30,3,27,3,81,39,65.433333
2016,BASES DE DATOS,SEGUNDO SEMESTRE 2016,3T3-CO,23,17,6,13,4,99,32,66.352941
2016,ECONOMIA,SEGUNDO SEMESTRE 2016,3T3-CO,27,21,6,20,1,100,0,66.47619
2016,ESTADISTICA I,SEGUNDO SEMESTRE 2016,3T3-CO,19,19,0,16,3,87,0,58.263157
2016,HARDWARE REPARACION Y MANTENIMIENTO,SEGUNDO SEMESTRE 2016,3T3-CO,36,36,0,34,2,100,22,80.5
2016,SISTEMAS OPERATIVOS Y REDES,SEGUNDO SEMESTRE 2016,3T3-CO,33,33,0,33,0,90,60,72.939393
2016,ARQUITECTURA DE MAQUINAS COMPUTADORAS II,SEGUNDO SEMESTRE 2016,4T1-CO,30,28,2,22,6,84,0,55.357142
2016,ARQUITECTURA DE SISTEMAS OPERATIVOS,SEGUNDO SEMESTRE 2016,4T1-CO,37,36,1,34,2,91,4,70.416666
2016,CONTROL,SEGUNDO SEMESTRE 2016,4T1-CO,20,19,1,19,0,92,68,80.68421
2016,INGENIERIA DE SOFTWARE I,SEGUNDO SEMESTRE 2016,4T1-CO,35,30,5,25,5,85,44,68.7
2016,METODOLOGIA DE LA INVESTIGACION,SEGUNDO SEMESTRE 2016,4T1-CO,33,28,5,23,5,88,6,63.178571
2016,ARQUITECTURA DE MAQUINAS COMPUTADORAS II,SEGUNDO SEMESTRE 2016,4T2-CO,32,27,5,27,0,93,60,75.222222
2016,ARQUITECTURA DE SISTEMAS OPERATIVOS,SEGUNDO SEMESTRE 2016,4T2-CO,41,41,0,39,2,87,6,67.04878
2016,CONTROL,SEGUNDO SEMESTRE 2016,4T2-CO,32,32,0,24,8,82,0,57.25
2016,INGENIERIA DE SOFTWARE I,SEGUNDO SEMESTRE 2016,4T2-CO,35,32,3,25,7,75,44,61.53125
2016,METODOLOGIA DE LA INVESTIGACION,SEGUNDO SEMESTRE 2016,4T2-CO,42,31,11,29,2,86,47,68.806451
2016,ARQUITECTURA DE MAQUINAS COMPUTADORAS II,SEGUNDO SEMESTRE 2016,4T3-CO,32,32,0,29,3,95,0,69.84375
2016,ARQUITECTURA DE SISTEMAS OPERATIVOS,SEGUNDO SEMESTRE 2016,4T3-CO,37,31,6,25,6,84,25,62.580645
2016,CONTROL,SEGUNDO SEMESTRE 2016,4T3-CO,30,28,2,27,1,89,0,67.535714
2016,INGENIERIA DE SOFTWARE I,SEGUNDO SEMESTRE 2016,4T3-CO,26,22,4,6,16,77,6,45.5
2016,METODOLOGIA DE LA INVESTIGACION,SEGUNDO SEMESTRE 2016,4T3-CO,34,25,9,15,10,82,5,55.04
2016,ADMINISTRACION DE SISTEMAS DE INFORMACION,SEGUNDO SEMESTRE 2016,5T1-CO,25,25,0,23,1,87,23,72.375
2016,INGENIERIA DE SOFTWARE III,SEGUNDO SEMESTRE 2016,5T1-CO,24,23,1,23,0,95,60,71.73913
2016,INGENIERIA DE SOFTWARE III,SEGUNDO SEMESTRE 2016,5T2-CO,26,26,0,25,1,95,0,70.384615
2016,SISTEMAS DISTRIBUIDOS,SEGUNDO SEMESTRE 2016,5T2-CO,37,37,0,37,0,80,60,66.567567
2016,ADMINISTRACION DE SISTEMAS DE INFORMACION,SEGUNDO SEMESTRE 2016,5T3-CO,16,15,1,12,3,80,30,59.866666
2016,INGENIERIA DE SOFTWARE III,SEGUNDO SEMESTRE 2016,5T3-CO,19,18,1,18,0,95,60,75.555555
2017,FILOSOFIA,PRIMER SEMESTRE 2017,1M1-CO,37,35,2,31,4,100,0,66.228571
2017,GEOMETRIA ANALITICA DESCRIPTIVA,PRIMER SEMESTRE 2017,1M1-CO,44,42,2,29,13,100,9,64.142857
2017,INGLES I,PRIMER SEMESTRE 2017,1M1-CO,42,34,8,25,9,100,0,53.029411
2017,INTRODUCCION A LA INGENIERIA EN COMPUTACION,PRIMER SEMESTRE 2017,1M1-CO,40,37,3,27,10,100,9,60.27027
2017,FILOSOFIA,PRIMER SEMESTRE 2017,1M2-CO,30,29,1,28,1,100,0,74.517241
2017,GEOMETRIA ANALITICA DESCRIPTIVA,PRIMER SEMESTRE 2017,1M2-CO,37,32,5,25,7,100,2,64.40625
2017,INGLES I,PRIMER SEMESTRE 2017,1M2-CO,38,34,4,24,10,87,0,46.17647
2017,INTRODUCCION A LA INGENIERIA EN COMPUTACION,PRIMER SEMESTRE 2017,1M2-CO,39,37,2,31,6,100,30,66.864864
2017,FILOSOFIA,PRIMER SEMESTRE 2017,1M3-CO,34,32,2,30,2,99,0,75.53125
2017,GEOMETRIA ANALITICA DESCRIPTIVA,PRIMER SEMESTRE 2017,1M3-CO,35,31,4,26,5,100,0,73.064516
2017,INGLES I,PRIMER SEMESTRE 2017,1M3-CO,34,31,3,21,10,100,0,49.903225
2017,INTRODUCCION A LA INGENIERIA EN COMPUTACION,PRIMER SEMESTRE 2017,1M3-CO,36,34,2,29,5,100,28,68.147058
2017,FILOSOFIA,PRIMER SEMESTRE 2017,1M4-CO,34,31,3,29,2,90,0,67.16129
2017,GEOMETRIA ANALITICA DESCRIPTIVA,PRIMER SEMESTRE 2017,1M4-CO,33,30,3,18,12,85,0,40.8
2017,INGLES I,PRIMER SEMESTRE 2017,1M4-CO,34,32,2,24,8,100,0,60.1875
